ALPHA,K,ALBEDO,MAXINTCPTN,SLA,SLA_RATIO,FRACBB0,FRACBB1,TBB,RHOMIN,RHOMAX,TRHO,COEFFCOND,BLCOND,MAXCOND,MAXAGE,RAGE,NAGE,GROWTHTMIN,GROWTHTMAX,GROWTHTOPT,GROWTHSTART,MINDAYLENGTH,OMEGA_CTEM,RES0CTEM,EPSILON_CTEM,KAPPA,MIN_R0CTEM,MAX_S0CTEM,CN_LEAVES,CN_LITTER,CN_FINE_ROOTS,CN_LIVE_WOODS,CN_DEAD_WOODS,LEAVES_FINERTTOVER,DBHDCMAX,DBHDCMIN,SAP_A,SAP_B,HMAX,DMAX,CRA,CRB,CRC,MINPAREST,R,NSE,MAE
0.041212102,0.710096512,0.1282871,0.222866419,66.19304618,2.001549401,0.306797497,0.256351578,19.99943198,0.142123067,0.729363447,4.006192952,0.05408574,0.00598381,0.002210315,122.7297777,0.714162779,3.989708918,0.679327878,39.11857337,24.22548789,163.9661172,12.23581508,0.812430806,0.223651345,40.00544272,1.622191299,0.095104029,0.540036276,41.59677069,49.66745027,45.62378091,45.25950417,237.5071604,1.32825159,0.244777857,0.194553194,0.653568783,1.908741635,26.75313096,122.1735349,34.19125088,0.034787703,1.035463118,4.051183479,0.309617907,-0.605206792,1.487317784
0.027271532,0.570135632,0.154363961,0.212290116,66.18960072,1.998927606,0.297251883,0.263211461,19.98697028,0.571674936,0.724921666,3.98586543,0.059425158,0.001014274,0.002516225,112.5396586,0.741636601,4.009418408,0.392021965,39.33036593,22.40127044,137.2977407,12.4029376,0.766019317,0.242213588,40.00459088,1.588290772,0.118154685,0.54070244,43.17856742,50.00821089,46.13176514,44.79305688,336.5027817,0.214492493,0.236654116,0.22974213,0.665322921,2.018706594,29.17891904,89.44163753,34.10771329,0.038101254,1.196053911,4.050510516,0.211535248,-6.581228269,1.758075802
0.063101365,0.708450318,0.089934088,0.231474873,66.1937419,2.009166614,0.303924631,0.262343421,20.01008567,0.41005452,0.71956719,4.011516005,0.060130953,0.001187255,0.007422012,114.9768417,0.73092454,3.984698643,0.161210903,38.25567912,25.74149009,157.0747628,11.64317701,0.79326714,0.199516339,39.98365473,1.584618744,0.122038383,0.552172227,40.16168584,49.02040968,30.04109875,43.57519007,240.8803108,0.482808997,0.246838147,0.248732349,0.650803917,2.007565585,33.04754203,131.5191248,34.30243003,0.033624347,1.156396825,4.061909744,0.241604199,-0.650067346,1.693129252
0.035424627,0.673281472,0.133640775,0.299824722,66.18467422,1.982945318,0.303159456,0.264638952,19.99131089,0.513195489,0.722098292,3.995349462,0.056517595,0.011019608,0.003325736,147.3702075,0.735626411,4.002090524,0.319186623,37.68048458,23.71993461,146.7282719,11.78912573,0.797565911,0.206061024,40.00812854,1.600019217,0.108223427,0.552749321,40.79400082,49.70562925,43.47710178,42.04936541,288.3865862,1.12984497,0.233010739,0.232762866,0.719780436,2.02349458,28.66594848,110.5256597,35.25826017,0.037409989,1.190085361,4.046892167,0.271443183,-1.396181202,1.563984451
0.033397228,0.661801193,0.11163995,0.203363995,66.21828554,2.001662467,0.290516205,0.239382936,20.0142589,0.451519309,0.716337783,3.989136693,0.066707938,0.021415634,0.001139212,98.90073792,0.75165097,4.004815551,0.752367667,39.97159282,22.58143287,161.5117266,12.08883687,0.774575387,0.224925836,40.00769298,1.57492973,0.125502287,0.534014082,40.59097721,49.18515562,40.80369426,51.76176301,356.0632201,0.475908889,0.143621792,0.17612892,0.695867283,2.083309698,29.24711575,78.02256389,34.91771139,0.035626087,1.103761962,4.033414463,0.149773443,-10.98443422,1.868163265
0.035351097,0.702564028,0.125983073,0.295827328,66.20583947,1.994787385,0.284795058,0.238542327,19.99163378,0.682157605,0.731167339,3.999758604,0.066784651,0.029692387,0.004745723,100.9539242,0.754433363,3.978619564,0.896795688,38.18599235,23.82379027,158.662468,12.18406295,0.80312493,0.196569434,40.00172301,1.625611756,0.090361841,0.55012018,41.59244534,49.19244181,50.70589987,51.52406841,317.4408014,0.703042429,0.205790288,0.12639682,0.69455382,1.984360253,26.06991781,126.966247,34.22224428,0.033055959,1.055925017,4.052227104,0.282446609,-4.557253056,1.557424684
0.011058106,0.65591004,0.115121553,0.179311989,66.18249897,2.003860268,0.295792595,0.239362504,20.01024549,0.677356917,0.728294486,3.982092434,0.056440894,0.025230589,0.00517815,118.2129841,0.742263328,3.986309258,0.118909835,38.34958324,23.83190828,151.7191554,12.42995352,0.818865396,0.247478586,40.01461974,1.611830153,0.073728346,0.565235282,40.05258162,48.29716972,51.48802285,52.5369098,315.9851164,1.062659706,0.28735394,0.152627323,0.736266734,1.99012837,32.87334543,96.96013403,35.2803625,0.043987728,1.082321355,4.05056321,0.159170991,-24.90093561,2.012458698
0.01919426,0.666749745,0.137779288,0.243952045,66.19289088,1.993154106,0.299028757,0.250660008,19.99648452,0.12127733,0.710653835,3.997279081,0.056690551,0.022760663,0.004697298,136.7636802,0.771719258,4.003554296,0.490244426,38.07636383,22.81032368,135.1841068,12.04275763,0.792264319,0.220482568,39.99168855,1.603850167,0.095345998,0.565867849,39.3084821,48.33939264,22.73487928,39.72156834,286.2256512,1.429762028,0.223626788,0.143860307,0.736464586,1.955689752,31.36355906,99.79744912,35.22322531,0.042035957,1.099649279,4.05134704,0.199005054,-15.15620455,1.898056365
0.016845893,0.628020756,0.090504075,0.245187026,66.1894515,2.014068286,0.294488323,0.240898096,19.99922189,0.192101101,0.71199158,4.0014659,0.060273178,0.007646462,0.002808741,114.7774165,0.739300387,3.994449385,0.657313448,39.21121952,24.69236858,159.1463093,12.42113717,0.814638191,0.219990224,39.99353926,1.567873858,0.112858086,0.557602226,41.61571315,49.2559415,15.56847192,39.91090201,268.9965388,0.181071152,0.145897393,0.189831313,0.557065566,1.996505433,29.14343369,118.1043934,34.22260461,0.030608406,1.105717828,4.043744548,0.059132511,-52.39992441,2.080952381
0.036920621,0.637883092,0.110522943,0.245102641,66.19901084,1.985027232,0.292582399,0.233200911,19.98440633,0.045236021,0.729478001,4.000009627,0.056695324,0.006276176,0.002329346,108.3652667,0.742626482,4.001959056,0.415276962,38.77558364,19.80870399,151.9960545,11.91875278,0.792253445,0.209298138,39.99423312,1.592189963,0.097682279,0.541372662,41.38615512,48.52982619,39.86896977,36.64136314,333.0866473,0.91484877,0.165911059,0.117940474,0.741100232,2.14927602,34.30470319,100.9580959,34.26232752,0.037897611,1.077446702,4.036501299,0.070149337,-7.084564402,2.002429543
0.056896844,0.632190972,0.120170549,0.241721497,66.18438081,1.989162833,0.292264699,0.266964645,20.0078789,0.542589934,0.726337044,4.001874587,0.06045753,0.013375468,0.003898068,116.2613621,0.756025716,3.983515753,0.479689959,39.51856905,22.23649518,151.938162,12.37352066,0.826803299,0.228361217,40.00496256,1.598947385,0.111104761,0.584853473,43.66282811,48.75105961,42.6627582,48.47533731,257.8109552,0.397460685,0.222837231,0.201611601,0.7278739,1.904329843,36.7599417,104.8504992,35.48903413,0.034798769,1.172945767,4.035920621,0.31244536,-0.163540966,1.48271137
0.019417421,0.589642001,0.120681041,0.185624152,66.18403703,1.991886431,0.294414249,0.253414131,20.00079827,0.477290615,0.725822548,4.006825031,0.057536119,0.009458813,0.004579427,144.2532344,0.767868032,3.99907972,0.50539907,37.97941315,22.9435216,155.1329278,12.01469617,0.790470542,0.240307035,39.97355211,1.620257615,0.090456664,0.544411531,41.36642629,48.8376401,59.04498374,40.38152863,382.8750189,1.506905902,0.211995225,0.216472235,0.713595687,2.146903055,31.15382292,46.40694134,34.5314608,0.033130023,1.155469506,4.002802545,0.113081768,-13.273427,2.06649174
0.047250261,0.693957951,0.151140415,0.302519122,66.21568457,1.990791592,0.302556863,0.251073897,19.9923863,0.894036253,0.726565481,4.00368111,0.052449342,0.017313979,0.001100905,131.9617558,0.722169338,3.994734474,0.156867751,38.4936012,21.75656637,140.5234537,11.7670351,0.801784073,0.231971046,39.99425912,1.573447083,0.121515299,0.533535175,43.95276196,49.81610279,53.1321438,29.67887535,245.6322401,0.672138054,0.230549139,0.199438654,0.742950318,2.123310142,29.19867529,83.93068417,34.24012882,0.044613512,1.057467914,4.029090668,0.310855075,-0.230937541,1.534723032
0.047220528,0.666427746,0.110117705,0.205740023,66.20329365,1.982934664,0.302348028,0.246080359,19.99866473,0.472492112,0.722353366,4.016762321,0.057213602,0.020127395,0.00245442,138.5512741,0.762515742,3.96724871,0.901549167,39.07996757,25.25168762,142.3480326,11.78182933,0.814362856,0.240346278,40.00061737,1.624157417,0.119272842,0.577434196,42.69706182,49.43888632,48.35589253,26.05242723,223.8110678,0.618833399,0.279193241,0.109946662,0.663242533,1.85394736,23.63884251,120.8366435,35.50582452,0.044429496,1.114707137,4.0407127,0.368925524,-0.261876821,1.615189504
0.031789263,0.635327247,0.122698853,0.246845711,66.19939654,2.001513602,0.282938362,0.247715254,20.0082058,0.380855697,0.720298539,4.006587202,0.064043971,0.022159598,0.003773026,112.2321521,0.766062802,3.978554032,0.447533794,38.86794058,22.16252399,161.480548,12.36180952,0.79401927,0.248692821,40.02688513,1.583111355,0.095904176,0.545635462,42.0314254,48.83608944,31.33556945,45.71793788,276.5523594,0.84699792,0.1884326,0.168462004,0.666110226,1.960882481,39.45979203,136.2845426,34.39813067,0.033741777,0.925759854,4.031564704,0.233680795,-8.57861968,1.695102041
0.03470494,0.627061703,0.108419807,0.226679073,66.20336357,2.005469938,0.307095924,0.250855484,20.00736815,0.777267726,0.728099423,3.97605225,0.063431901,0.001784191,0.002413119,129.5125889,0.724343336,3.98439613,0.990034635,39.45330509,23.39466772,166.7476198,12.00494419,0.788404734,0.239531662,39.99835048,1.618654211,0.090875646,0.561388854,44.54386043,48.70777258,27.50785546,31.58719092,252.1237539,0.776168877,0.240940905,0.154398526,0.686930286,1.86051974,29.39747285,128.375796,34.51866436,0.042019903,1.108572057,4.039001102,0.227291798,-3.48745678,1.716472303
0.053222102,0.641266363,0.115862914,0.29183852,66.19950499,2.013952114,0.313351948,0.247761051,19.99811551,0.581943745,0.728373328,4.018018495,0.055803317,0.006791392,0.001078795,97.58466387,0.775238168,3.985931811,0.023404697,38.93753308,23.08271132,139.5459902,12.43766739,0.781271731,0.209996654,40.00254887,1.61150903,0.114855001,0.548721017,40.57817324,49.38797235,29.61754358,45.00512854,335.1884436,0.96514945,0.217817679,0.206176172,0.656126094,2.028112823,31.19647761,103.9586371,35.02063313,0.037903091,1.112400685,4.03887078,0.330688622,-0.350243713,1.398386783
0.078644104,0.692105364,0.129197696,0.185201716,66.18779893,1.991462406,0.313446091,0.261158066,20.00202099,0.107419669,0.714507834,4.017863506,0.05481678,0.009255864,0.005984739,131.7154324,0.758042399,4.002013332,0.559602817,38.56190636,25.2595766,162.6898637,11.6867822,0.791724928,0.232949965,40.01882247,1.625611727,0.091154248,0.524542406,40.83941742,48.77771343,38.49523211,45.01297179,382.7630614,1.620344745,0.258776004,0.119785733,0.632807653,2.108288844,23.59749674,108.3653756,34.48101023,0.040205153,1.122745733,4.030036739,0.257988224,0.034627692,2.321865889
0.048029825,0.65778156,0.109374743,0.273498459,66.20600939,2.001130763,0.296202283,0.257161851,20.01486127,0.797382668,0.71745418,4.001019182,0.059813771,0.003318396,0.003659431,122.6795955,0.727074578,4.001981832,0.055217513,37.83992197,24.24028662,146.2331421,12.19396317,0.800906032,0.20962237,39.99342865,1.574776292,0.104512361,0.546057976,43.16908938,48.43020834,50.56594718,45.90413219,331.5439848,1.046729812,0.292976669,0.175780722,0.640498426,2.077447328,31.63524316,73.55447484,34.30481531,0.030373835,1.154943485,4.046497792,0.267365025,-0.460089334,1.70797862
0.050193792,0.607809069,0.105036446,0.272785548,66.19148142,1.978900798,0.301135128,0.236015871,19.98248765,0.279432627,0.720972265,3.99585134,0.064709968,0.005231074,0.007110837,141.9875822,0.733904404,4.007076163,0.26466456,38.7898555,23.94294485,154.857631,11.92029909,0.811857563,0.22646467,39.96859196,1.602341501,0.099079829,0.555800859,39.73995322,49.26433212,27.34571273,45.5032773,333.7902448,0.55960041,0.231402971,0.230185665,0.666339238,1.968930112,27.24891331,68.08094108,33.87272907,0.038850811,1.042228479,4.055332753,0.238376132,-0.966099742,1.588872692
0.044914609,0.651520324,0.131576564,0.287095126,66.19585418,1.98121105,0.297765319,0.250290843,20.01025799,0.206224101,0.707852136,3.995540986,0.054857466,0.017789634,0.003076583,139.7881726,0.768336845,4.007400744,0.405004949,37.95772733,22.71473917,129.5359123,11.83576387,0.828646371,0.217240776,39.97827047,1.588115151,0.07847153,0.554622847,42.75137663,48.37315032,56.03266598,32.93022333,243.0456339,0.51014025,0.214626872,0.177288128,0.661610789,1.95123052,31.49234902,101.1767556,34.21571969,0.03478595,1.133162166,4.046766988,0.324549761,-0.636445369,1.380009718
0.039573609,0.633412489,0.111372823,0.254649287,66.20520079,2.009844036,0.305465601,0.257465262,19.99497289,0.521453359,0.728771107,4.000054609,0.053939151,0.017382593,0.003970583,123.3173921,0.741411975,3.958837617,0.051223596,39.51239501,22.86545208,143.8577116,12.00941671,0.800367309,0.223516228,39.98948674,1.588282699,0.102013884,0.580264988,43.725045,49.76254783,47.85049172,38.50373094,248.8014647,0.670082632,0.136566036,0.19676441,0.728767305,1.984642264,33.33742583,70.85386138,34.19636611,0.03438027,0.964970338,4.077463356,0.286901311,-2.240089955,1.467998056
