ALPHA,K,ALBEDO,MAXINTCPTN,SLA,SLA_RATIO,FRACBB0,FRACBB1,TBB,RHOMIN,RHOMAX,TRHO,COEFFCOND,BLCOND,MAXCOND,MAXAGE,RAGE,NAGE,GROWTHTMIN,GROWTHTMAX,GROWTHTOPT,GROWTHSTART,MINDAYLENGTH,OMEGA_CTEM,RES0CTEM,EPSILON_CTEM,KAPPA,MIN_R0CTEM,MAX_S0CTEM,CN_LEAVES,CN_LITTER,CN_FINE_ROOTS,CN_LIVE_WOODS,CN_DEAD_WOODS,LEAVES_FINERTTOVER,DBHDCMAX,DBHDCMIN,SAP_A,SAP_B,HMAX,DMAX,CRA,CRB,CRC,MINPAREST,R,NSE,MAE
0.063344764,0.482118227,0.090540257,0.145553252,87.64962347,2.463328628,0.502291837,0.041673052,10.04102827,0.416081666,0.387544665,3.950582508,0.079215819,0.062880161,0.001939088,198.9036805,0.755817707,3.956234407,1.451080269,35.81434945,12.67094256,626.3893654,12.54112697,0.305209473,0.171565999,6.775081751,1.586860956,0.131612767,0.620270951,66.0249788,95.13322342,52.50446852,40.17957397,306.4685176,0.087307857,0.26336723,0.245230275,4.638682305,1.482009939,75.75814563,136.919889,71.29568854,0.055769695,4.991484159,6.04202534,0.774813751,0.494824652,1.40913242
0.072459116,0.525558892,0.08453314,0.076291916,126.9020506,1.790963765,0.197727583,0.073160609,9.93625901,0.412652697,0.449637115,3.958313663,0.046558206,0.034293304,0.075766867,168.8188065,0.601959468,3.866696982,0.319804979,34.2254417,15.90966495,186.6077045,12.2063353,0.296129784,0.249118283,6.805270861,2.268122596,0.12347731,0.54130774,53.52601923,118.3148985,54.05861476,51.62152224,751.5104875,0.161572342,0.086738764,0.179273941,3.085947417,1.337552256,26.10261929,147.1679076,51.28737259,0.110865052,5.822039893,3.355286741,0.878459322,0.523325533,1.492374429
0.064923561,0.5063989,0.086189849,0.09356316,123.6640888,2.291915079,0.224617401,0.295547313,9.969062326,0.417079774,0.491655735,3.867040241,0.088984873,0.071967623,0.028041666,210.9685237,0.402063382,3.932489886,0.013205161,33.46508175,18.2459132,413.5330245,12.38151828,0.451415963,0.193374708,5.335650436,1.147050843,0.127892882,0.390371618,62.61171812,133.1559056,51.43259172,48.86417854,433.5893731,0.407412756,0.214098988,0.142110252,3.278701016,1.565888597,50.60433912,174.868976,59.55698937,0.057439206,4.514731617,2.730769377,0.878219331,0.55531404,1.543625571
0.069237505,0.542070609,0.110057157,0.009579609,102.8907759,1.684547516,0.69344947,0.352916409,10.11337771,0.341879031,0.408670873,3.981430267,0.025526686,0.052719932,0.002881684,226.4108084,1.140375887,3.909975161,1.363356833,36.28835822,15.58732949,327.0312316,10.61205039,0.272168996,0.290980084,4.590289067,1.512695246,0.202239885,0.490387961,83.99809117,137.8908905,29.10799124,58.61956867,748.1894659,0.181361486,0.195519371,0.100757781,7.000105167,1.429810443,35.31873603,137.5580051,58.04029292,0.028623124,5.910760292,6.551919314,0.851842426,0.318228047,2.875881279
0.069327159,0.490083024,0.097428794,0.147946067,59.36421469,2.218243525,0.33923773,0.115388038,10.07258823,0.453484552,0.506070091,3.877151315,0.074103834,0.011977921,0.127708833,216.3474622,0.779340116,3.874049898,2.513585785,36.20954975,17.79919208,425.8950316,11.81745164,0.6312852,0.196006836,6.578162496,1.923506859,0.136851599,0.73593093,63.70468939,91.57084995,56.84249754,48.71077756,511.6369991,0.288295107,0.156934332,0.204959333,3.200480133,1.562580743,52.3142835,174.9401558,34.0054831,0.067269159,4.704811348,6.602102745,0.867404637,0.462247463,1.816228311
0.069597742,0.538264706,0.081794599,0.112234992,102.1752307,2.163316343,0.067473403,0.06227208,10.03408179,0.452737696,0.409155497,3.980648457,0.060954807,0.040890846,0.136656966,177.336563,1.227765104,4.050167403,1.162014122,34.70573947,18.14528848,589.3668255,12.29409531,0.438072262,0.159909609,4.135210262,0.804435806,0.051597818,0.472113433,52.47410686,98.15005058,38.44440947,57.74964623,390.1271663,0.303840247,0.092996018,0.234139154,1.52242951,1.649421196,50.87621116,153.1809255,63.42885029,0.072913153,5.245345668,4.739826183,0.869564294,0.546803924,1.537013699
0.063961034,0.50990294,0.095929503,0.277652507,101.444954,1.942126201,0.446880996,0.198121747,9.891921501,0.522666239,0.299162803,4.106359233,0.115828857,0.065294724,0.100621768,179.886438,1.177617329,3.986738402,0.08867093,37.57535166,19.29043864,318.0339755,11.43142426,0.311810283,0.232284849,4.416349923,1.405855032,0.046387487,0.393292854,84.29630467,164.4744748,49.65953043,31.17647156,492.9772502,0.335704148,0.204369221,0.234452274,0.750292976,1.640707215,78.46910219,123.1214429,47.94524849,0.03848727,5.826156656,1.473208811,0.811223249,0.516141765,0.744675799
0.068640065,0.588963841,0.104143774,0.144626946,75.60276934,2.153652216,0.399867322,0.175256047,10.03963274,0.401803953,0.448333866,3.982000291,0.160112689,0.004363009,0.075701593,156.6122058,1.73096356,3.958610453,0.348905274,32.59503431,17.72407156,210.2567044,11.35632234,0.334440992,0.229860458,2.784866351,1.306601497,0.065311515,0.549644252,54.61825582,143.6212769,17.75889301,47.23509662,830.2047468,0.321929771,0.202829023,0.212652742,1.726551366,1.50201529,61.90501886,161.6087372,60.78917658,0.097579436,4.427521911,0.883823619,0.793126974,0.604780529,1.018456621
0.069135987,0.646626484,0.113945325,0.213690065,51.66954169,2.088790729,0.362360246,0.174331983,10.08422672,0.455609114,0.490823456,3.973577062,0.110915629,0.125164378,0.015894899,233.2039079,0.531071563,3.978260435,1.615049926,35.39983096,15.65506596,470.7659711,10.69714166,0.364953077,0.318334297,5.754538577,2.071906966,0.033034189,0.574547286,53.03989471,92.69735321,41.10919335,50.42109777,794.4537447,0.093966488,0.054265188,0.175098883,5.457178081,1.527087158,55.432562,187.4609965,44.13865468,0.076586342,6.270293758,2.264543978,0.762517587,0.573879467,0.849534247
0.060651526,0.580852001,0.088611885,0.263547541,119.6228397,2.275159219,0.021397806,0.024373243,10.02330941,0.341858688,0.373262767,3.91696704,0.060628635,0.008413815,0.067484546,208.162243,0.493367002,3.978434265,2.718313323,33.13011517,20.29490294,593.38354,11.83937751,0.468656359,0.155033206,8.976122498,1.848041626,0.115206437,0.571867842,57.96612628,77.98906559,30.64220384,52.86195874,168.9428911,0.449446701,0.156722749,0.184265454,4.516123652,1.4946965,54.62283813,144.7381978,50.63963424,0.115655514,6.228002053,5.123850799,0.85109832,0.609083352,1.237251142
0.062646436,0.537687026,0.089082839,0.14060825,80.54720445,2.075902647,0.290732669,0.25525548,10.03285176,0.3626041,0.533485622,4.088816637,0.09179009,0.004998311,0.003518391,176.8131051,0.876669771,3.882675,1.408887072,34.11372013,21.04826696,180.9926438,11.3554631,0.729904019,0.248521121,6.789572815,1.796809469,0.144506096,0.547629023,64.71494897,128.4072347,33.56948573,50.91995646,510.238213,0.146154506,0.100068263,0.135390356,0.190958338,1.271895608,84.48750039,151.3892093,48.06696987,0.038273906,4.958040723,4.273545112,-0.181890903,-17.10186143,1.361105023
0.065402698,0.620197194,0.10990606,0.23093524,62.2883489,1.605753651,0.246877777,0.322813357,9.98893701,0.372821398,0.444760814,3.920842489,0.065010809,0.008850091,0.078941909,219.301077,0.932019761,4.011231559,0.005841065,33.69846781,16.66389793,95.96104213,12.41559478,0.447477671,0.098605106,4.306467842,1.654503853,0.050494793,0.514054994,24.24984646,89.89170314,51.78652052,60.85436625,684.0567296,0.028515116,0.231998636,0.260981327,1.067204806,1.290925856,43.0877399,139.8679582,49.38646811,0.068820018,6.110586664,5.78337668,0.87214826,0.514326285,0.630958904
0.067642063,0.515452039,0.089258907,0.215829542,92.22210974,1.846271306,0.103513405,0.248401781,9.885205999,0.479094672,0.396298976,3.925691404,0.036220414,0.04604773,0.085002686,193.9945884,0.286272763,3.920249511,0.527465773,35.90214498,16.13533971,262.5242877,12.00890343,0.48591602,0.077082148,8.713642808,1.387359897,0.092315385,0.529264225,59.48517126,67.51906119,47.78676556,61.98202873,523.5607074,0.014322815,0.105351788,0.124289896,3.244180674,1.50846711,53.84623232,141.4430524,54.2676037,0.093923628,5.418214344,0.186516704,0.710965554,0.164422978,0.711598174
0.064248805,0.577192301,0.108205846,0.220815661,38.20985054,1.957699766,0.545610594,0.222401789,10.00599199,0.425020138,0.41524636,3.946937993,0.059395778,0.100032144,0.011747993,188.3825366,0.809377442,3.815898545,1.178656492,33.78728022,15.13378737,409.1046308,11.70167377,0.461090082,0.289046606,7.773722568,2.01825601,0.164971608,0.669375743,19.96515428,96.05283958,45.14435355,54.53431075,406.7981838,0.246402894,0.168494375,0.075573587,2.844333093,1.406870812,40.04212607,149.3602147,56.90349547,0.052551991,5.191606146,6.021726286,0.792115094,0.627129238,0.808
0.072237234,0.552100267,0.07580127,0.1831459,50.01624473,2.028748434,0.287668246,0.587056489,9.979270139,0.377892673,0.418267897,4.06156543,0.145811912,0.059021492,0.082241041,170.480954,0.900316922,4.076291714,1.122826002,36.33442753,19.91701944,307.8971365,11.76883721,0.240974187,0.179030834,6.430159106,2.391052599,0.140280995,0.505505103,49.9915141,151.6911641,44.98166717,48.48676596,318.8736935,0.064676693,0.03586683,0.11008089,3.823000078,1.486485604,47.67143483,123.8983705,71.53039569,0.06064332,6.613293898,6.714391713,-0.156430454,-1.606224009,1.578109589
0.06480763,0.474406302,0.091782452,0.040950359,101.4235374,2.190131152,0.323122059,0.086598966,9.942138876,0.339625421,0.48308849,3.966317991,0.048242843,0.062177933,0.03610276,188.1417759,0.594599234,3.95700461,0.357148651,36.45708658,20.07979581,415.0337211,11.74436991,0.329572062,0.188689497,6.814995145,1.617657274,0.148570607,0.565700832,36.21821846,86.28600876,32.16548479,40.17676128,433.9993454,0.422419973,0.084562185,0.065806582,1.264189231,1.498001032,59.67682594,178.1049387,46.36142774,0.107812302,5.968050171,3.866704857,0.180849034,-3.65391914,1.12603653
0.066423229,0.393549961,0.085901235,0.257921543,139.6895766,2.149382351,0.49100827,0.312094252,10.02485431,0.340974538,0.450747861,3.989302217,0.043695316,0.024928507,0.11318235,230.8675098,1.051229002,4.022854994,0.526840285,36.24544683,14.33826669,353.1319795,11.01895965,0.22501357,0.256532123,6.582811106,2.204542076,0.087775126,0.583982338,45.93984504,73.20945661,33.06231912,64.44207345,635.2245098,0.315054387,0.292433168,0.242764404,5.148522384,1.420043112,68.4908553,165.0360052,58.5016056,0.105173139,5.541624401,3.945402043,0.860366939,0.548568792,1.542657534
0.060359397,0.657208144,0.09593315,0.219961484,88.5142793,1.747656496,0.265103992,0.314720623,9.933587388,0.482340187,0.43302075,4.001738881,0.048196726,0.071302951,0.08820332,207.2778673,0.777841556,3.969851638,0.691707081,34.52799148,19.67030902,693.3649024,10.68210249,0.342980254,0.154502947,5.766256002,2.117755665,0.061030593,0.529089077,86.49166531,111.8560737,52.76463812,49.07110046,243.5923439,0.088014158,0.257287282,0.0192429,3.361177561,1.346984629,44.84019727,148.0803917,47.5229772,0.091049377,5.518166417,4.895133784,0.852251846,0.588439351,1.297150685
0.06560725,0.447209833,0.095869658,0.1512071,97.77765461,1.669826901,0.586240685,0.164918496,9.920479126,0.378037092,0.479383381,4.050621063,0.030998963,0.074405709,0.005442836,213.9457769,0.804463762,3.920296931,0.483478449,34.19488643,18.03464353,421.6941295,11.20400861,0.369621137,0.117871914,3.414105057,1.33694771,0.143417806,0.568110553,47.0003538,73.01788523,54.47980819,55.1185122,683.4527756,0.05152282,0.151400629,0.194029732,5.213591265,1.60069628,25.24576842,158.5555112,51.33538839,0.056857437,4.314860766,5.936514935,0.876475043,0.385649251,2.371388128
0.071510912,0.595926974,0.079940395,0.116137455,110.1082397,2.240874333,0.193859526,0.21914529,10.07241606,0.375547283,0.427245077,4.062113032,0.151917283,0.023181882,0.008767458,182.9298107,0.659046229,3.952650992,0.598180516,36.5653913,20.10424154,426.0817077,9.990046811,0.496680354,0.203142567,2.05806454,1.929179051,0.113693277,0.711044782,86.36214272,95.27885863,46.11966324,58.04298788,362.0290344,0.110739094,0.120109491,0.203845413,3.202481297,1.532555729,47.27812613,191.7057758,52.58307222,0.070372471,4.429825797,5.054818948,0.784394607,0.588108374,1.033305936
0.068567848,0.512892254,0.096566342,0.109569741,99.32906317,2.205149647,0.474810117,0.36918436,9.88745372,0.393355393,0.446491657,3.853124674,0.055206473,0.055274721,0.0210738,183.4676282,1.069160035,3.974346547,0.131493536,35.90352948,16.71271277,646.1838959,12.24079912,0.801243337,0.192079011,6.182719765,2.304529176,0.174955853,0.451089363,76.34261698,98.45270077,56.53000683,48.85463793,577.9590827,0.154731112,0.305263758,0.162716786,5.341479792,1.306412459,55.40698201,156.3663656,56.10687386,0.086338541,6.829943966,2.84111826,0.849568996,0.523095758,1.484319635
0.066021384,0.53418856,0.088141924,0.170168457,109.5292498,1.721101973,0.477254553,0.089737839,10.08029483,0.422455142,0.431473774,3.9486142,0.176203651,0.033044903,0.005822362,210.0898238,1.715464363,4.115308771,1.564455567,34.10826181,15.63866193,617.786102,13.71348825,0.634193624,0.200825367,4.857521029,2.042670808,0.17645573,0.569764393,52.82075312,165.8150992,60.89399905,59.77404189,558.4135147,0.010402065,0.092936535,0.160034855,2.12185768,1.369553047,44.33410643,152.7313714,58.70592426,0.072275044,6.004696168,1.503859636,0.580788547,-0.679236771,0.841881279
0.06607451,0.543364907,0.09931005,0.093262994,74.79506932,2.14298166,0.50492323,0.253045209,9.953965928,0.374809238,0.418358413,4.023485135,0.144805961,0.028630204,0.025400908,172.4194798,0.631142603,3.903172785,0.073611194,34.34662344,15.83685636,555.3976669,12.33393549,0.436578044,0.161121564,7.463744163,1.23967999,0.010095966,0.412163848,76.65318135,82.07751499,40.19098254,35.24230722,417.5248473,0.053504885,0.032191953,0.268124453,3.579295476,1.334914614,32.56484102,140.0481169,54.58821091,0.053744258,5.735931414,5.63471998,0.6979691,0.424785685,0.941936073
0.066495312,0.630844955,0.10372266,0.242491094,76.09127189,1.634660186,0.412466659,0.33064302,10.0280214,0.353750173,0.481161008,4.075451293,0.048013088,0.050607328,0.02941434,184.3016943,1.035752235,4.015287256,0.044109274,34.93385038,15.72991503,254.9562472,12.94879852,0.498601429,0.222236465,5.261899509,1.026684449,0.111962496,0.461595674,55.95078003,116.5768287,48.30006275,49.79745287,849.141033,0.323437472,0.240487446,0.203859836,2.830893476,1.476189802,56.05395793,129.7197967,58.31081979,0.028050594,5.98393361,2.370750882,0.870010698,0.456973182,1.974356164
0.071684169,0.492822501,0.097033969,0.080895628,98.10061981,2.105400642,0.537342351,0.192159658,9.969241225,0.413096276,0.394448721,3.942127332,0.044083157,0.014763601,0.06707147,211.9359201,0.707786165,4.102314669,0.870208694,33.95686122,18.79904257,617.02327,12.28575132,0.314940097,0.097245574,5.728476115,1.93265845,0.063390316,0.546760262,33.53431166,86.65783125,46.55930529,39.98277848,825.8908717,0.172508761,0.182011292,0.180599395,2.72406002,1.269701661,52.55602571,125.5036833,28.09707859,0.013916859,4.524404813,3.322523805,0.870683325,0.642356026,1.127899543
0.066004342,0.525687345,0.096052413,0.038790512,91.54366368,2.380461909,0.278551534,0.337879594,9.973045176,0.534881392,0.428266849,4.057384387,0.079432747,0.033957443,0.026210257,193.615432,0.395530465,4.005393956,2.206587197,36.98017479,14.02422353,592.7065355,11.85149803,0.428637898,0.092855052,3.380940105,2.179857709,0.029047436,0.507072815,71.04330746,143.9355476,63.62150215,65.20682216,516.5346945,0.282043037,0.281800466,0.07423557,4.600098743,1.489047999,49.43265741,175.0482479,56.36168283,0.079534017,6.662982499,3.348206795,0.836476827,0.523869441,1.325031963
0.064003513,0.583918426,0.102490331,0.111595422,114.8031245,1.601437321,0.212552927,0.091981668,9.95318199,0.508777829,0.473578885,3.986322698,0.060324832,0.08344708,0.040879797,199.2516607,0.609412076,4.091260986,0.151582406,34.5298792,20.81213427,410.2657216,13.71229355,0.136251663,0.326119778,7.916797492,1.448812983,0.080047978,0.707640141,76.29678077,153.3152964,49.8265568,47.11348306,827.1585326,0.217319847,0.168119621,0.247724027,2.594108241,1.300319189,43.58140014,179.9850902,41.84755636,0.052175508,4.901131664,3.933277548,0.860933294,0.661181339,1.102401826
0.067981453,0.580576626,0.101140182,0.055966705,106.104574,2.023419154,0.607472715,0.334224465,9.954525983,0.378229395,0.357355767,4.086000227,0.035303041,0.056857008,0.081179415,203.7148499,1.475356407,4.008244283,0.003124339,37.89768949,15.16158577,502.9758085,11.84304165,0.528711767,0.191765185,8.14921493,1.154826074,0.110611364,0.597220307,62.89366534,65.82426608,60.65830041,64.80090235,522.7431132,0.219255466,0.247775927,0.086857495,1.893476436,1.425429096,49.08945884,133.7718643,47.02857075,0.095457262,5.007420966,6.87154883,0.87421425,0.601079392,1.221333333
0.060746632,0.472407948,0.076487145,0.070888653,97.6706032,2.309576788,0.128036999,0.106222424,9.969544706,0.431528835,0.313607515,4.039403317,0.130687082,0.065249291,0.001356762,234.8370743,1.030860792,3.970591018,1.855656167,36.72562107,19.49458628,497.3875305,12.07825791,0.34173453,0.288205835,4.380918214,2.356037914,0.16166878,0.605739117,53.92179213,117.9076364,64.83136459,55.78326636,625.9711538,0.234174376,0.212024354,0.08915976,1.825640383,1.695386211,76.86583563,173.0622226,58.66156073,0.115781394,6.356715998,1.972582356,0.80014977,0.619666255,0.886694064
0.06989759,0.530269363,0.075527115,0.242746611,68.72041423,2.049838373,0.671362784,0.456685149,9.97433434,0.478816041,0.495155149,3.990952789,0.14688779,0.05744323,0.039657058,176.2403446,0.518951761,3.974961916,0.14821271,34.83443903,20.06422457,304.2268774,13.81866324,0.734607386,0.208011824,7.535894355,1.422999399,0.113522806,0.534304421,50.25069751,122.8084881,48.26182723,52.96468584,746.563701,0.282528362,0.13595848,0.119278659,0.606567014,1.595395581,32.89300405,162.7866068,53.61065658,0.056873789,4.493925746,5.283724312,0.504031101,-3.60404888,0.97196347
0.069466604,0.592460168,0.103960376,0.152920256,49.91924323,2.500890824,0.240887847,0.267824287,9.957028654,0.546397817,0.404225426,3.994292985,0.103111807,0.062693305,0.083434858,197.2920715,1.010174529,4.054316147,1.024980527,35.70988195,14.14808951,763.0601917,11.38566019,0.497798451,0.185633346,7.673610282,0.626561003,0.048275982,0.559481793,69.31560399,89.39947869,39.78560677,64.06371256,692.6925753,0.081408236,0.284472052,0.146789103,4.181182081,1.355411844,85.80795112,175.958422,45.9906416,0.08530786,4.51175908,5.328995709,0.827094087,0.583677709,1.199808219
0.065328149,0.609181589,0.110200172,0.112469987,93.79785504,1.416970263,0.532970877,0.41444007,10.08862846,0.270302763,0.323875677,3.931153697,0.151420217,0.024634965,0.036897611,162.7095791,0.932337754,4.022995389,0.472964101,34.31069072,19.63080107,520.3262429,12.13648782,0.707361675,0.120406603,7.203530192,1.687926371,0.079945308,0.60818632,71.91694803,111.8888196,59.94434233,46.2609982,466.4638058,0.292328633,0.284734188,0.290474564,2.885686453,1.569530527,52.41965911,184.7805826,48.81535541,0.075611229,5.228870746,5.110133348,0.761324884,0.579179902,0.890063927
0.073307356,0.433843103,0.079967847,0.183831741,57.05924093,1.620402882,0.729849525,0.185590609,10.06248546,0.534753803,0.470946761,4.014044188,0.158970403,0.067741411,0.015605783,198.2215591,1.215553951,4.009276737,0.819080819,34.71902824,14.7316926,45.02540173,11.72037546,0.76567125,0.264001407,3.730589191,1.833683449,0.084344872,0.674668345,67.18065638,44.84966428,64.33948319,39.19006651,625.0471198,0.202436763,0.150920093,0.259285987,4.691730326,1.628279164,55.79983703,152.0759852,63.33440343,0.119936201,5.720862936,3.157081206,0.700351209,0.477703844,1.273269406
0.067981864,0.632450755,0.100668375,0.134270806,105.3638638,2.148899279,0.409022402,0.499647496,9.939776162,0.44830109,0.477220044,4.023754866,0.098863686,0.035772515,0.057446859,213.4581742,0.29174372,4.013539674,0.914420915,31.11433682,15.97065219,533.0063742,12.5547437,0.541315352,0.201803768,3.638955861,1.281758002,0.105814355,0.292861208,45.66342223,9.980403595,47.91359504,55.2323056,127.6747703,0.024718904,0.249966768,0.183397254,5.983978257,1.628307997,48.26640805,178.7983377,54.84501371,0.111213088,4.093742217,3.546012223,0.843416548,0.575791068,1.36883105
0.058782265,0.622982703,0.107042992,0.199844941,33.39377964,2.070198532,0.252158749,0.415893926,10.0114371,0.520968944,0.510152718,4.0268992,0.011676192,0.089271313,0.065084027,205.0472916,0.704814694,4.006109063,0.303883328,34.7398822,15.30334395,167.1235801,11.44640821,0.554928101,0.273868646,4.338715329,1.677268858,0.002831847,0.559524712,74.39153888,130.497196,49.85962134,52.79763991,645.1740562,0.191552485,0.253513779,0.081472076,3.532723977,1.451380476,44.89795868,174.1806335,53.59986821,0.047321437,4.178870295,3.3635474,0.870369498,0.541021698,1.490228311
0.062347582,0.470866397,0.110358864,0.050407234,111.9805472,2.04067187,0.21644911,0.124148234,9.906990124,0.409472431,0.471478905,4.015697162,0.015488136,0.025894235,0.014897652,190.8937798,0.176083783,3.928336711,1.022280459,31.58999696,22.38001494,523.6647829,11.05364828,0.434199836,0.282023232,6.347995607,2.468037014,0.122820936,0.490665115,54.89855032,141.2966336,52.3833372,65.49884923,458.471261,0.171851881,0.207843131,0.241007584,1.743883553,1.214887896,53.61173121,187.8914876,64.5039134,0.071445285,5.848807765,4.805438787,0.492825044,-8.474853839,1.099671233
